entry,base_smiles,ligand_smiles,solvent_smiles,concentration,temp_c,electrophile_smiles,nucleophile_smiles,product_smiles,yield
3121,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,81.94
3122,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,2.19
3123,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,45.25
3124,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,3.65
3125,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,18.2
3126,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,0.03
3127,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,1.02
3128,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,1.72
3129,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,1.57
3130,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,92.43
3131,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,14.34
3132,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,85.34
3133,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,55.85
3134,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,15.0
3135,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,FC(F)n1ccnc1-c1ccccc1,Fc1ccccc1-c1cnc(-c2ccccc2)n1C(F)F,5.54
3136,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,28.6
3137,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,2.51
3138,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,5.06
3139,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,57.81
3140,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,31.47
3141,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,30.01
3142,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,8.29
3143,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,14.93
3144,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,34.01
3145,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,56.85
3146,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,90.28
3147,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,10.69
3148,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,15.14
3149,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,19.34
3150,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,5.42
3151,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,48.06
3152,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,90.27
3153,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,5.54
3154,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,61.65
3155,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,36.73
3156,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,70.61
3157,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,30.47
3158,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,87.24
3159,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,Cn1ccnc1,CCOC(=O)c1cc(-c2cncn2C)cn1CC,5.06
3160,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,5.86
3161,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,2.36
3162,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,0.87
3163,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,7.83
3164,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,7.06
3165,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,7.71
3166,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,1.15
3167,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,2.79
3168,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,6.15
3169,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,6.34
3170,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,14.82
3171,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,3.01
3172,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,2.93
3173,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,12.34
3174,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,0.76
3175,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,4.62
3176,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,15.54
3177,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,4.34
3178,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,16.37
3179,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,4.89
3180,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,13.25
3181,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,13.56
3182,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,12.88
3183,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC,1.17
3184,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,23.87
3185,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,1.97
3186,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,3.95
3187,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,41.5
3188,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,41.01
3189,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,46.73
3190,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,4.78
3191,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,10.19
3192,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,20.03
3193,O=C([O-])C(C)(C)C.[K+],CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,40.6
3194,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,53.24
3195,O=C([O-])C(C)(C)C.[K+],FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,15.34
3196,O=C([O-])C(C)(C)C.[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,20.95
3197,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,22.95
3198,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,27.02
3199,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,23.11
3200,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,45.35
3201,O=C([O-])C(C)(C)C.[K+],CP(C)c1ccccc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,23.69
3202,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,55.12
3203,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,25.95
3204,O=C([O-])C(C)(C)C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,58.4
3205,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,38.92
3206,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,35.79
3207,O=C([O-])C(C)(C)C.[K+],CCCCP(CCCC)CCCC,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F,17.79
3208,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,15.13
3209,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,1.52
3210,O=C([O-])C(C)(C)C.[K+],CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,3.75
3211,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,20.09
3212,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,22.83
3213,O=C([O-])C(C)(C)C.[K+],CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,18.78
3214,O=C([O-])C(C)(C)C.[K+],c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,1.94
3215,O=C([O-])C(C)(C)C.[K+],COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,5.2
3216,O=C([O-])C(C)(C)C.[K+],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(N(C)C)=O,0.1,120,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F,9.55
